ip_term	count
81.183.39.220_gyurcsány	3
178.164.134.166_egy vérből valók	2
77.111.96.90_szar	2
77.111.96.90_anyád	2
"178.164.134.166_""egy vérből valók"""	2
77.111.96.90_anyátok	2
77.111.96.90_anyátokat	2
"176.77.136.51_Medvegy"""	2
178.164.134.166_lol	2
176.77.136.51_Medvegy	1
"77.111.96.90_""anyád"""	2
176.63.176.101_barna kenyér	2
"176.77.136.51_Pina"""	4
178.164.134.166_fuck	2
178.164.134.166_segg	2
"176.77.136.51_Geci"""	2
"89.186.112.178_migráció"""	4
77.111.96.90_anyádat	2
"176.63.176.101_barna kenyér"""	3
"176.77.136.51_Fasz"""	2
"176.77.136.51_Köcsög"""	4
89.186.112.178_Fasz	2
176.63.176.101_kurva	6
89.186.112.178_Hordó	2
"176.77.136.51_Zsidó"""	2
"178.164.134.166_derültség"""	1
"77.111.96.79_Elkúrtuk"""	2
176.77.136.51_Zsidó	1
178.164.134.166_kompromisszum	2
178.164.134.166_együttműködés	2
89.186.112.178_Bekiabálás	27
178.164.134.166_megállapodás	4
178.164.134.166_vélemény	2
"77.111.96.79_Lógni"""	3
178.164.134.166_higgadt	2
93.189.115.110_döglégy	2
"176.77.136.51_Simicska"""	2
93.189.115.110_dög	2
178.164.134.166_megvitat	2
178.164.134.166_párbeszéd	2
176.77.136.51_Simicska	1
178.164.134.166_állapodjunk	2
178.164.134.166_állapodjunk meg	2
"178.164.134.166_""állapodjunk meg"""	2
"178.164.134.166_""állapodjunk meg"""""	1
93.189.115.110_argentin	2
"77.111.96.79_Akasztó"""	2
178.164.134.166_béke	2
178.164.134.166_hangos	2
176.63.176.101_pöcs	2
178.164.134.166_hazaáruló	2
178.164.134.166_hazaárulás	2
176.63.176.101_fasz	3
"178.164.134.166_""nem értek egyet"""	2
"134.255.99.208_kormányváltás"""	1
"176.77.136.51_Soros"""	4
178.164.134.166_indítvány	6
89.134.37.174_Nyugdíjas	4
178.164.134.166_határozat	2
178.164.134.166_fidesz	2
93.189.115.110_kokain	2
178.164.134.166_törvény	2
176.77.136.51_Soros	2
178.164.134.166_kormányrendelet	2
178.164.134.166_képviselő	2
178.164.134.166_képviselőasszony	2
178.164.134.166_asszony	6
178.164.134.166_nők	2
178.164.134.166_kórház	2
178.164.134.166_egyetem	2
178.164.134.166_középiskola	2
178.164.134.166_gimnázium	2
"176.63.22.241_demokrácia"""	1
178.164.134.166_egészségügy	2
178.164.134.166_csengő	2
178.164.134.166_kalapács	2
178.164.134.166_kommunista	2
178.164.134.166_náci	2
178.164.134.166_hungarista	2
178.164.134.166_horogkereszt	2
178.164.134.166_hölgy	2
178.164.134.166_pacal	2
46.107.171.151_zöld	2
78.92.145.201_tiltakozom	2
46.107.171.151_környezet	2
178.164.134.166_kolbász	2
46.107.171.151_mészáros	7
178.164.134.166_hurka	2
178.164.134.166_internet	2
178.164.134.166_facebook	2
178.164.134.166_google	6
78.92.145.201_tocsik	2
78.92.145.201_utódpárt	2
78.92.145.201_mondjon le	2
"130.43.215.222_korrupció"""	2
130.43.215.222_korrupció	1
78.92.145.201_államadósság	2
"130.43.215.222_Jaffa"""	4
78.92.145.201_hazaáruló	2
176.63.24.192_internet	106
198.102.219.143_horn gyula	2
198.102.219.143_antall józsef	2
198.102.219.143_bibó istván	4
198.102.219.143_klímaváltozás	2
198.102.219.143_felmelegedés	2
198.102.219.143_éghajlat	2
198.102.219.143_balatoni kerékpárút	2
198.102.219.143_kerékpárút	2
198.102.219.143_minek ment oda	2
198.102.219.143_érettségi	2
198.102.219.143_nyelvvizsga	2
198.102.219.143_migráció	4
"89.133.246.61_korrupció"""	2
89.133.246.61_korrupció	1
"37.76.100.150_korrupció"""	2
"176.63.24.192_internet"""	2
84.236.51.120_somogyért	3
84.236.51.120_kaposvár	8
188.156.62.107_Komló	2
"80.138.26.22_Paks"""	2
176.157.200.65_geci	2
84.225.201.87_Soros György	3
"89.135.41.211_""soros györgy"""""	4
"89.135.41.211_""soros györgy"""	3
213.222.165.253_cickány	3
213.222.165.253_szemét	2
84.225.201.87_Fasz	4
213.222.165.253_rabszolga	2
84.225.201.87_Geci	3
213.222.165.253_szeretet	2
213.222.165.253_drog	2
213.222.165.253_kábítószer	2
213.222.165.253_becsület	2
176.157.200.65_kalap	2
84.225.201.87_Szia, uram	3
"178.164.134.166_google"""	2
178.164.134.166_otthonápolás	2
5.38.174.214_eper	5
"176.63.176.101_fasz"""	4
178.48.162.223_culáger	2
178.48.162.223_lófasz	2
178.48.162.223_zsidó*	2
178.48.162.223_zsidó	2
178.48.162.223_fasz*	3
178.48.162.223_lófasz*	2
178.48.162.223_himpellér	4
178.48.162.223_himpellér*	2
178.48.162.223_bumburnyák*	2
"178.48.162.223_bumburnyák*"""	2
5.38.174.214_pornográfia	2
178.48.162.223_mutyi	5
178.48.162.223_mutyi*	2
178.48.162.223_parancsuralmi	2
5.38.174.214_kiskakukk	2
5.38.174.214_pénz	3
5.38.174.214_brüsszeo	2
5.38.174.214_brüsszel	6
5.38.174.214_abúzus	5
5.38.174.214_oktogon	2
178.48.162.223_cupák	2
178.48.162.223_cupák*	2
"89.134.62.13_derültség"""	15
178.48.162.223_csintalan	2
213.16.65.230_cigány	2
178.48.162.223_nutella	2
178.48.162.223_nutell*	4
178.48.162.223_popcorn	2
213.16.65.230_zsidó	2
"178.48.162.223_""pop corn"""	2
213.16.65.230_náci	2
178.48.162.223_pop-corn	2
213.16.65.230_fasz	2
178.48.162.223_popcorn*	2
213.16.65.230_pina	2
213.16.65.230_bazd meg	2
178.48.162.223_internet*	16
213.16.65.230_baszd meg	2
213.16.65.230_atom	2
213.16.65.230_sör	2
178.48.162.223_android	2
178.48.162.223_android*	2
178.48.162.223_iphone*	2
178.48.162.223_sukoró*	2
178.48.162.223_orbán	2
178.48.162.223_fütyi*	2
178.48.162.223_*fütyi*	2
178.48.162.223_fütykös	6
178.48.162.223_fütykös*	2
178.48.162.223_taláros testület	18
"178.48.162.223_""taláros testület"""	5
178.48.162.223_kópé	2
178.48.162.223_pernahajder	4
178.48.162.223_alpesi valuta	2
178.48.162.223_gender*	2
178.48.162.223_pisil*	2
178.48.162.223_derültség	2
178.48.162.223_bögyörő*	2
178.48.162.223_*bögyörő*	2
178.48.162.223_puzsér	2
80.99.72.148_eu	2
178.48.162.223_pajkos	2
178.48.162.223_majré*	2
178.48.162.223_hacacáré*	2
178.48.162.223_hacacáré	4
178.48.162.223_pestiesen	8
188.142.210.29_ügynök	2
188.142.210.29_strabag	2
188.142.210.29_simicska	2
188.142.210.29_bige	2
188.142.210.29_zsidó	2
188.142.210.29_kizsákmányol	2
178.48.162.223_panelproli	4
178.48.162.223_panelproli*	3
80.98.190.180_mondjon le	2
178.48.162.223_gengszterváltás	2
178.48.162.223_zsidóbűnözés	2
178.48.162.223_zsidóság	2
78.139.51.251_anyád	2
178.48.162.223_izraelita	2
91.82.110.62_reisz t. csaba	3
78.139.51.251_tisztelettel	2
178.48.162.223_hitsorsos	2
178.48.162.223_hitsorsos*	2
78.139.51.251_tisztelet	2
"178.48.162.223_""ahogy mifelénk"""	2
78.139.51.251_méltó	2
178.48.162.223_ahogy mifelénk	2
178.48.162.223_'ahogy mifelénk mondják'	2
178.48.162.223_'mifelénk mondják'	2
78.139.51.251_oktatás	2
"178.48.162.223_derültség"""	2
"178.48.162.223_""mifelénk mondják"""	2
"178.48.162.223_""népiesen szólva"""	2
178.48.162.223_landesmann	2
178.48.162.223_landeszmann	2
178.48.162.223_gyalázatos	2
178.48.162.223_baszd	2
178.48.162.223_félkarú	2
178.48.162.223_dakota	7
86.101.84.53_csősz	2
178.48.162.223_444	2
93.189.115.110_jugoszláv	2
178.48.162.223_segg	2
178.48.162.223_segg*,	2
178.48.162.223_segg*	2
93.189.115.110_ló	4
178.48.162.223_potter	2
178.48.162.223_harry potter	2
93.189.115.110_teve	2
93.189.115.110_kecske	2
89.134.62.13_derültség	6
93.189.115.110_macska	2
"139.191.247.3_""kérem szépen"""	2
93.189.115.110_medve	2
139.191.247.3_csendet	4
139.191.247.3_Széchenyi	2
"139.191.247.3_""Európai Bizottság"""	2
93.189.115.110_pacal	2
"139.191.247.3_""Európai Parlament"""	2
"139.191.247.3_""Sargentini"""	2
178.48.162.223_nem a bútort kell lecserélni	4
139.191.247.3_Torgyán Józseg	2
139.191.247.3_Torgyán József	2
139.191.247.3_cseresznye	2
"178.48.162.223_""nem a bútort kell"""	2
93.189.115.110_sajt	2
178.48.162.223_'nem a bútort kell'	2
"178.48.162.223_+""nem a bútort kell"""	2
139.191.247.3_Orbán Viktor	2
139.191.247.3_Gyurcsány Ferenc	2
178.48.162.223_pókhasú	2
139.191.247.3_SZDSZ	2
178.48.162.223_haspók	2
178.48.162.223_haspók*	2
139.191.247.3_liberális	2
178.48.162.223_postabank	2
139.191.247.3_illiberális	2
178.48.162.223_duolingo	2
139.191.247.3_Kossuth	2
"178.48.162.223_""nincs ingyen ebéd"""	2
139.191.247.3_Baross	2
139.191.247.3_Eötvös	2
178.48.162.223_söjtöri	2
178.48.162.223_metélt	2
178.48.162.223_antiszemitizmus	2
178.48.162.223_teringettét	3
93.189.115.110_harcsa	2
94.27.255.148_pornó	2
94.27.255.148_kurva	2
94.27.255.148_orbán	2
94.27.255.148_tisztelt	3
130.43.222.158_takony	2
94.27.255.148_az	3
130.43.222.158_uborka	2
93.189.115.110_klímaváltozás	3
86.101.84.53_tocsik	4
130.43.222.158_szanatórium	2
86.101.84.53_gálvölgyi	2
86.101.84.53_mondjon le	2
"78.139.63.130_""soros györgy"""""	2
"78.139.63.130_""soros györgy"""	4
37.76.53.98_Mutyi	4
37.76.53.98_Lop	2
37.76.53.98_Közpénz	2
37.76.53.98_Úr	2
79.171.128.45_abortusz	3
37.76.53.98_Vona	3
79.171.128.45_pálinka	2
79.171.128.45_pálinka terméktanács	3
79.171.128.45_gripen	3
"84.225.199.36_fasz"""	2
84.225.199.36_fasz	1
"84.225.199.36_kurva"""	2
"84.225.199.36_buzi"""	2
77.111.96.82_migráns	2
"84.2.255.249_kormányváltás"""	3
37.76.118.221_Euró bevezetése	3
"89.132.77.161_hazaáruló"""	2
"176.63.29.99_Zsidó"""	2
"84.225.199.36_tickething"""	3
89.133.232.195_Vargha Tamás	7
31.46.253.181_Nokedli	2
31.46.253.181_Kaki	2
31.46.253.181_Trutymó	2
"80.99.46.168_korrupció"""	2
31.46.253.181_Körmend	3
"80.99.46.168_Viagogo"""	2
"80.99.46.168_24.hu"""	2
176.63.29.99_Zsidó	1
31.46.253.181_Hegyhátsál	2
31.46.253.181_Kosárlabda	4
31.46.253.181_Kosár	4
78.139.18.42_Komló	2
31.46.253.181_Foci	8
"31.46.253.181_Foci"""	1
178.48.162.223_kaki	4
"31.46.253.181_Kosár"""	3
178.48.162.223_pöcs	8
"176.63.29.99_Ngo"""	2
78.139.18.42_Beregszász	2
"176.63.29.99_civil szervezetek"""	3
178.48.162.223_pudva	2
178.48.162.223_pudvás	2
176.63.29.99_civil szervezetek	1
78.139.18.42_Tanú	4
78.139.18.42_Jehova Tanúi	3
178.48.162.223_hancúr*	2
178.48.162.223_hancúrlacc	2
178.48.162.223_hancúrplacc	2
178.48.162.223_hancúrplacc*	2
"178.48.40.161_korrupció"""	2
"80.99.46.168_24.hu hiroldal"""	2
"80.99.46.168_24.hu hir"""	2
94.21.153.215_móri	2
31.46.253.181_Péntek	2
"94.21.153.215_derültség"""	4
"31.46.253.181_"""	4
"194.228.207.178_rezsicsökkentés"""	2
178.48.162.223_dínomdánom*	4
31.46.253.181_Töpörtyű	3
31.46.253.181_Bonanza	4
31.46.253.181_Lego	4
"151.0.85.27_""soros györgy"""""	2
31.46.253.181_Kicsi Lego	3
5.38.218.163_Miskolc	2
5.38.218.163_Boldva	2
31.46.253.181_Pina	2
5.38.218.163_Fónagy	2
31.46.253.181_Fasz	6
31.46.253.181_Buzi	4
5.38.218.163_Uránváros	2
5.38.218.163_Tiszaújváros	2
31.46.253.181_Kuruc	4
31.46.253.181_Pizza	2
31.46.253.181_Nőnemű	2
5.38.218.163_Voldemort	3
194.143.230.46_füge	2
194.143.230.46_kuncze eltakarja	3
5.38.218.163_Köcsög	2
5.38.218.163_Furik	3
178.48.211.1_Orbán	2
178.48.211.1_Komló	2
178.48.211.1_Mánfa	2
178.48.211.1_Magyarszék	2
"176.77.132.204_korrupció"""	5
"185.221.141.154_""soros györgy"""""	2
"185.221.141.154_""soros györgy"""	1
"185.221.141.154_euró"""	2
"185.221.141.154_"""	2
185.221.141.154_kurva	2
176.77.132.204_liberális	4
176.77.132.204_fasz	4
176.77.132.204_kétfarkú	18
95.7.213.243_iszlám	6
176.77.132.204_kétfarkú kutya	4
5.204.209.14_Nagymaros	9
"95.7.213.243_iszlám"""	2
195.228.126.67_kutatás	3
176.63.31.2_homokos	4
176.63.31.2_buzi	2
188.156.92.21_ozora	2
188.156.92.21_mentőszolgálat	4
176.63.31.2_homoszexuális	17
"81.183.120.38_költségvetés"""	4
81.183.120.38_költségvetés	39
"81.183.120.38_"""	2
81.183.120.38_közzététel	2
"188.143.81.158_korrupció"""	5
188.143.81.158_korrupció	1
"188.143.81.158_""emberi jogok"""""	4
176.63.28.38_pécs	2
176.63.28.38_patacs	2
176.63.28.38_zsebedomb	2
176.63.28.38_miklós	2
"81.22.231.182_Vargha Tamás"""	2
"46.139.103.155_kormányváltás"""	4
46.139.103.155_kormányváltás	2
"91.146.162.28_Szia"""	2
"188.143.81.158_""soros györgy"""""	1
"91.146.162.28_Bazdmeg"""	2
91.146.162.28_Bazdmeg	1
"91.146.162.28_Kurva"""	2
"91.146.162.28_Fasz"""	2
"91.146.162.28_"""	2
"91.146.162.28_Bazd"""	3
"91.146.162.28_Hazárulás"""	2
"91.146.162.28_Hazaárulás"""	2
"91.146.162.28_Orbán"""	2
91.146.162.28_Orbán	1
46.139.103.155_orbán viktor	2
"91.146.162.28_Komló"""	4
31.46.194.122_G. Nagyné Maczó Ágnes	3
94.21.230.50_Simicska	2
94.21.230.50_Vuitton	2
94.21.230.50_Pelenka	4
94.21.230.50_Ráchel	12
94.21.230.50_Ráhel	3
"94.21.230.50_Pelenka"""	2
"94.21.230.50_Vuitton"""	2
"94.21.230.50_Simicska"""	2
"85.67.99.151_migráció"""	2
"141.0.12.99_korrupció"""	2
141.0.12.99_Fasiszta	2
141.0.12.99_Zsidó	2
141.0.12.99_Fütyi	2
141.0.12.99_Pénisz	2
141.0.12.99_Vagina	2
141.0.12.99_Punci	8
141.0.12.99_Pina	2
141.0.12.99_Gyurcsány	2
176.63.31.2_lmbt	2
176.63.31.2_internet	2
176.63.31.2_okostelefon	2
"82.145.221.111_Gyurcsány"""	2
"82.145.223.13_Gyurcsány"""	1
"84.3.24.100_korrupció"""	4
176.63.31.2_soros györgy	4
"176.63.31.2_""soros györgy"""	5
176.63.31.2_hitler	5
85.48.184.86_Momentum	2
85.48.184.86_Torgyán	4
176.63.31.2_jobbik	5
"176.63.31.2_""jobbik"""	2
176.63.31.2_denevér	2
176.63.31.2_zsidó	2
"176.63.31.2_""mészáros lőrinc"""	16
"176.63.31.2_""tiborcz istván"""	4
176.63.22.35_punk	2
"176.63.22.35_punk"""	12
176.63.22.35_eminem	2
176.63.22.35_rap	2
176.63.22.35_dopeman	2
176.63.22.35_gulyás márton	2
176.63.22.35_techno	2
37.76.34.45_Migránss	2
37.76.34.45_Migráns	2
37.76.34.45_Oligarcha	2
"176.63.31.2_hitler"""	2
176.63.31.2_számítógép	2
176.63.31.2_multimédia	2
176.63.31.2_csuhások	2
176.63.31.2_putyin	2
176.63.31.2_merkel	6
"94.21.122.69_""soros györgy"""""	1
94.21.122.69_gdpr	3
"84.236.64.107_migráció OR migráns"""	6
84.236.64.107_migráció OR migráns	2
37.191.39.197_fidesz	7
84.236.64.107_Oktatás	2
84.236.64.107_Egészség	2
"84.2.99.60_patakvér"""	2
84.0.102.184_Kozmosz	4
85.48.184.86_Féreg	10
85.48.184.86_Soros	2
94.21.253.66_földrajz	6
94.21.253.66_földrajztudomány	2
94.21.253.66_kritikai földrajz	6
"94.21.253.66_""kritikai földrajz"""	2
"94.21.253.66_""térbeli egyenlőtlenségek"""	2
"94.21.253.66_""térbeli egyenlőtlenség"""	2
94.21.253.66_térbeli egyenlőtlenség	2
"194.176.227.62_euró"""	1
94.21.253.66_területi egyenlőtlenség	6
94.21.253.66_regionális egyenlőtlenség	8
"94.21.253.66_""regionális egyenlőtlenség"""	2
"94.21.253.66_""európai unió"""	2
"178.48.162.223_dínomdánom*"""	2
"94.21.253.66_""magyar tudományos akadémia"""	2
"82.145.223.6_Gyurcsány"""	2
"217.91.16.35_derültség"""	2
217.91.16.35_derültség	9
"78.139.15.138_keresztényüldözés"""	2
188.156.79.108_életméletminőség	2
"82.145.221.128_Gyurcsány"""	8
188.156.79.108_életminőség	3
78.131.66.208_Migráns	5
"79.122.46.204_korrupció"""	2
79.122.46.204_korrupció	1
188.156.79.108_Keresztényüldözés	2
92.249.233.5_horn gyula	2
92.249.233.5_rezsicsökkentés	2
"178.48.162.223_korrupció"""	1
"178.48.162.223_""pöcs"""	2
178.48.162.223_fasz	2
178.48.162.223_kurva	4
178.48.162.223_kibaszott	2
178.48.162.223_pecér	2
178.48.162.223_sivalkodik	2
178.48.162.223_sivalkodás	2
178.48.162.223_baszadék	2
178.48.162.223_juhú	2
178.48.162.223_élemedett	2
178.48.162.223_taláros	2
178.48.162.223_örömlálny	2
178.48.162.223_örömlán	2
178.48.162.223_örömlány	2
178.48.162.223_kéjelgés	2
178.48.162.223_pénisz	4
178.48.162.223_fütyi	2
178.48.162.223_genitália	4
178.48.162.223_nemi szerv	2
"178.48.162.223_""nemi szerv"""	2
"178.48.162.223_pénisz"""	2
178.48.162.223_punci	2
178.48.162.223_vagina	2
85.48.184.86_Kaki	2
178.48.162.223_maszturbáció	2
178.48.162.223_maszturbálás	2
178.48.162.223_maszturbálni	2
178.48.162.223_maszturbál	2
178.48.162.223_simafejű főhadnagy	2
178.48.162.223_simafejű	2
85.48.184.86_Illiberális	11
178.48.162.223_kéjléc	2
178.48.162.223_hímbuzogány	2
178.48.162.223_buzogány	2
178.48.162.223_pöcsfej	2
178.48.162.223_geci	4
178.48.162.223_faszjankó	2
85.48.184.86_Hazaáruló	2
178.48.162.223_szarjankó	4
178.48.162.223_szar	2
178.48.162.223_szarfej	2
178.48.162.223_szarjanó	2
85.48.184.86_Pufajkás	2
178.48.162.223_sudribunkó	2
178.48.162.223_nyomorettó	2
178.48.162.223_nyomi	2
85.48.184.86_Csomag	2
178.48.162.223_orgazmus	2
178.48.162.223_pornó	2
85.48.184.86_Migráns	2
178.48.162.223_hímpellér	2
178.48.162.223_kokettál	2
178.48.162.223_kvaterkázik	2
178.48.162.223_geciláda	2
178.48.162.223_geciputtony	2
178.48.162.223_fasztarisznya	2
178.48.162.223_faszzsák	2
"176.63.26.170_derültség"""	2
178.48.162.223_szarzsák	2
176.63.26.170_tisztesség	2
176.63.26.170_térdre	2
176.63.26.170_migráns	2
176.63.26.170_migráció	41
176.63.26.170_stróman	8
85.48.184.86_Pufajka	2
85.48.184.86_Népnyúzó	2
85.48.184.86_Pacal	4
85.48.184.86_Rezsiharc	2
85.48.184.86_Rezsi	2
176.63.26.170_papagájkommandó	2
85.48.184.86_Brüsszel	2
176.63.26.170_hazudik	2
176.63.26.170_hazugság	2
176.63.26.170_tiborcz	2
176.63.26.170_veje	2
176.63.26.170_vő	2
176.63.26.170_szégyellje magát	2
176.63.26.170_szégyelljék magukat	4
176.63.26.170_szégyellem magam	2
"176.63.26.170_""szégyellem magam"""	4
176.63.26.170_nem szégyellik magukat?	6
176.63.26.170_nem	2
176.63.26.170_nem!	2
176.63.26.170_nem szégyellem	2
176.63.26.170_szégyellje magát!	2
176.63.26.170_rohadék	2
188.6.2.130_hazaáruló	2
188.6.2.130_lárifári	2
176.63.26.170_útelágazódás	2
130.43.216.124_szex	6
130.43.216.124_abortusz	2
130.43.216.124_pristitúció	2
130.43.216.124_prostitúció	5
130.43.216.124_szoptatàs	4
130.43.216.124_Óvoda	4
94.21.50.176_családeszmény	2
94.21.50.176_gyűlöletbeszéd	6
94.21.230.50_Almaleves	2
94.21.230.50_Lecsó	4
"37.76.46.131_""soros györgy"""""	2
"37.76.46.131_""soros györgy"""	1
37.76.46.131_schiffer	4
94.248.145.219_Hazaáruló	2
94.248.145.219_Nagy István	4
84.236.72.140_kiserdp	4
84.236.72.140_kiserdő	5
178.48.162.223_kátyúk	2
178.48.162.223_szupersztráda	2
178.48.162.223_információs szupersztráda	2
178.48.162.223_picsa	2
178.48.162.223_láthatatlan alkotmány	3
178.48.162.223_narancsuralmi	6
178.48.162.223_narancsuralmi rendszer	15
178.48.162.223_vak komondor	2
178.48.162.223_pestiesen mondva	2
178.48.162.223_pestiesen szólva	7
"178.48.162.223_""nem a bútort"""	2
178.48.162.223_+bútort +lecserélni	2
178.48.162.223_damaszkuszi	2
178.48.162.223_jákób	2
"94.21.230.50_Lecsó"""	6
94.21.230.50_Halászlé	2
"94.21.86.174_kompromisszum"""	1
"94.21.86.174_felháborító"""	1
"94.21.86.174_kikérem magamnak"""	1
"94.21.86.174_derültség"""	1
"94.21.86.174_trianon"""	1
"94.21.86.174_rezsicsökkentés"""	1
"94.21.86.174_keresztényüldözés"""	1
"94.21.86.174_""polgári Magyarország"""""	1
"94.21.86.174_""száz lépés"""""	1
"94.21.86.174_elszámoltatás"""	2
"94.21.86.174_nix ugribugri"""	1
92.249.194.194_szegény	4
193.224.76.224_bunkó	2
92.249.138.164_Komló	2
178.48.162.223_kurvapecér	4
178.48.162.223_haha	2
178.48.162.223_hahaha	4
178.48.162.223_hahahaha	2
178.48.162.223_hihi	4
178.48.162.223_hihihi	2
178.48.162.223_hoho	2
178.48.162.223_hohoho	2
195.228.66.194_pina	21
195.228.66.194_csicska	2
195.228.66.194_fasz	2
195.228.66.194_mingráns	2
195.228.66.194_migráns	2
195.228.66.194_Soros	2
195.228.66.194_brüsszel	2
195.228.66.194_nuni	4
195.228.66.194_kurva	2
195.228.66.194_buzi	2
195.228.66.194_anyád	2
195.228.66.194_geci	2
195.228.66.194_mom	2
"185.46.214.76_""emberi jogok"""""	1
"185.46.214.76_"""	2
185.46.214.76_kőszeg ferenc	4
"185.46.214.76_kőszeg ferenc"""	4
195.228.66.194_ferenczy	2
195.228.66.194_puni	2
195.228.66.194_kaki	2
"5.38.178.8_patakvér"""	2
5.38.178.8_cncp	2
5.38.178.8_gazprom	2
5.38.178.8_letelepedési	2
5.61.240.241_elkurtuk	4
5.61.240.241_útelágazódás	5
5.61.240.241_anya	2
195.228.126.67_horn	34
5.61.240.241_ló	3
"195.228.126.67_horn"""	1
5.61.240.241_MVM NET	2
5.61.240.241_MVM	2
5.61.240.241_450	2
5.61.240.241_LTE	2
5.61.240.241_5g	10
160.114.46.221_privatizáció	38
5.61.240.241_adatközpont	2
5.61.240.241_tisztelt	2
"94.21.230.50_Halászlé"""	7
188.142.190.16_micisapka	4
"5.61.240.241_"""	4
5.61.240.241_nép	2
5.61.240.241_pingvin	4
89.132.180.207_KOMMUNISTA	2
"193.151.118.77_Sásd"""	2
5.38.201.3_soros	3
5.61.240.241_mdk	2
5.61.240.241_miskolc digitális	2
"5.61.240.241_""miskolc digitális"""	2
5.61.240.241_sánta	2
5.38.201.3_soros györgy	5
"5.38.201.3_""soros györgy"""	3
5.61.240.241_kertészeti	2
92.249.156.114_techno	4
92.249.156.114_goa	2
92.249.156.114_ozora	2
92.249.156.114_rock	2
"92.249.156.114_techno"""	3
"86.59.211.201_techno"""	2
"176.63.5.33_techno"""	2
"193.225.200.93_techno"""	2
"193.6.53.132_techno"""	2
195.228.228.140_gulyás balázs	2
"195.228.228.140_""gulyás balázs"""	2
"195.228.228.140_""perjés zoltán"""	2
195.228.228.140_torgyán józsef	2
195.228.228.140_fasz	2
195.228.228.140_buzi	2
195.228.228.140_kurva	2
"195.199.250.50_techno"""	2
"178.164.238.190_techno"""	2
"178.48.162.223_szarzsák"""	4
"178.48.162.223_hohoho"""	4
"176.63.18.225_techno"""	2
"81.183.174.27_techno"""	2
80.99.229.113_KOMMUNISTA	4
"80.99.229.113_KOMMUNISTA"""	2
176.63.21.197_Európa	4
176.63.21.197_nyugati	2
176.63.21.197_diktátor	2
176.63.21.197_privatizáció	2
176.63.21.197_diktatúra	2
176.63.21.197_szégyen	2
176.63.21.197_európai	2
176.63.21.197_nők	2
176.63.21.197_férfiak	2
176.63.21.197_magyarság	2
176.63.21.197_hazaáruló	2
"176.63.21.197_""kikérem magamnak"""	2
176.63.21.197_patkány	2
176.63.21.197_migráns	2
"176.63.21.197_""nemzeti egység"""	2
176.63.21.197_derültség	2
176.63.21.197_derültség.	2
176.63.21.197_korrupció	2
"80.98.104.165_techno"""	2
146.110.114.93_média	51
84.224.168.163_Ózd	2
176.63.164.4_demokrácia	2
176.63.164.4_válság	2
176.63.164.4_szegénység	2
176.63.164.4_IMF	2
176.63.164.4_EU	2
176.63.164.4_NATO	2
176.63.164.4_olajszőkítés	2
176.63.164.4_adóigazságosság	10
176.63.164.4_adóelkerülés	3
176.63.164.4_adóigazságos	6
"176.63.164.4_adóigazságos"""	3
176.63.164.4_igazságos	3
"176.63.164.4_adóigazságosság"""	6
"176.63.164.4_adóelkerülés"""	2
176.63.164.4_Bud Spencer	2
176.63.164.4_spongya bob	2
176.63.164.4_south park	2
176.63.164.4_klíma	4
176.63.164.4_korrupció	2
176.63.164.4_tiborcz	2
176.63.164.4_ebola	2
176.63.164.4_filozófia	2
176.63.164.4_ontológia	2
"130.43.218.128_adóigazságosság"""	2
192.38.141.108_Női	2
176.63.164.4_nietzsche	2
176.63.164.4_Foucault	2
176.63.164.4_stiglitz	2
176.63.164.4_máriás	2
176.63.164.4_neizer	2
176.63.164.4_egyenlőtlenség	2
176.63.164.4_derültség	4
176.63.164.4_paks	2
"46.35.195.186_demokrácia"""	1
"46.35.195.186_NATO"""	4
46.35.195.186_NATO	2
37.76.85.177_Mondjon le	9
81.183.191.68_Falu	4
176.63.30.51_paks	2
176.63.30.51_oroszország	2
"84.225.204.248_techno"""	2
"5.38.170.121_kormányváltás"""	1
"178.48.41.21_""emberi jogok"""""	3
"178.48.41.21_költségvetés"""	2
79.121.41.32_Soros	15
149.200.74.109_soros	2
149.200.74.109_brüsszel	2
149.200.74.109_oktatás	2
149.200.74.109_angol	2
149.200.74.109_menekült	4
149.200.74.109_index	2
176.63.26.102_pokorni	2
"94.21.230.50_Almaleves"""	2
188.156.108.104_Polt Péter	2
"176.63.16.192_korrupció"""	2
176.63.16.192_Éghajlat	2
"176.63.16.192_Éghajlat"""	3
176.77.203.59_buzi	2
"84.3.95.54_költségvetés"""	3
176.77.203.59_köcsög	2
176.77.203.59_kurva	2
"84.3.95.54_Fidesz"""	2
"84.3.95.54_KISZ"""	2
176.77.203.59_transz	2
84.3.95.54_KISZ	1
176.77.203.59_shemale	2
176.77.203.59_fasz	2
"84.3.95.54_Becker Pál"""	2
176.77.203.59_pina	2
176.77.203.59_punci	2
176.77.203.59_fika	2
176.77.203.59_dopeman	2
176.77.203.59_libbant	2
"84.3.95.54_Paks"""	2
176.77.203.59_náci	2
176.77.203.59_picsa	2
176.77.203.59_kurva anyád	2
176.77.203.59_mandarin	2
176.77.203.59_öszpd	2
176.77.203.59_ösződ	2
176.77.203.59_pöcs	2
176.77.203.59_pörkölt	2
176.77.203.59_e-cigaretta	2
176.63.21.197_Kocsér	2
80.99.192.35_gyöngyös	2
176.63.21.197_Kerepes	2
80.99.192.35_kuncze	2
"176.63.21.197_""Kerepes"""	2
176.63.21.197_Egyházasdengeleng	2
